id_mhs,nim,nama_mhs,jenis_kelamin,tgl_lahir,kode_provinsi_asal,nama_sma_asal,akreditasi_sma_asal,id_prodi,tahun_masuk,status_mhs
910,A22020910,Karimah Nugroho,L,1999-02-06,61,SMA Negeri 35 Kalimantan Barat,A,2,2022,Aktif
911,A21010911,Ani Tamba,P,2006-07-04,81,SMA Negeri 27 Maluku,TT,1,2021,Lulus
912,A20060912,Endra Yuliarti,L,1998-05-14,53,SMA Negeri 39 Nusa Tenggara Timur,A,6,2020,Lulus
913,A23120913,Clara Rahayu,L,2002-12-05,61,SMA Negeri 41 Kalimantan Barat,B,12,2023,Aktif
914,A22080914,Kuncara Mangunsong,P,2002-08-28,31,SMA Negeri 19 DKI Jakarta,A,8,2022,Aktif
915,A20120915,"Dr. Elisa Wijaya, S.Pt",L,2007-12-01,12,SMA Negeri 5 Sumatera Utara,TT,12,2020,Aktif
916,A19050916,Najwa Laksmiwati,L,1997-11-26,51,SMA Negeri 1 Bali,B,5,2019,Lulus
917,A22120917,Silvia Mahendra,P,2001-05-29,18,SMA Negeri 48 Lampung,A,12,2022,Aktif
918,A20030918,Azalea Hartati,L,2007-03-13,75,SMA Negeri 16 Gorontalo,A,3,2020,Lulus
919,A22080919,"Puti Oliva Nasyidah, S.IP",L,2001-09-23,32,SMA Negeri 6 Jawa Barat,A,8,2022,Aktif
920,A21030920,Paris Prabowo,L,2002-11-20,21,SMA Negeri 29 Kepulauan Riau,C,3,2021,Aktif
921,A19120921,Ifa Usamah,L,1998-03-07,31,SMA Negeri 49 DKI Jakarta,B,12,2019,Lulus
922,A19020922,Ir. Kadir Prasetya,L,2005-01-16,14,SMA Negeri 31 Riau,TT,2,2019,Aktif
923,A21120923,Yani Thamrin,L,2002-03-05,35,SMA Negeri 34 Jawa Timur,C,12,2021,Aktif
924,A20070924,Opung Nainggolan,L,1999-03-18,11,SMA Negeri 34 Aceh,TT,7,2020,Lulus
925,A18110925,Putri Permadi,L,2005-06-30,13,SMA Negeri 42 Sumatera Barat,B,11,2018,Lulus
926,A20050926,"R. Dwi Aryani, M.M.",L,1999-11-17,63,SMA Negeri 38 Kalimantan Selatan,B,5,2020,Aktif
927,A23070927,Martaka Suwarno,P,2007-09-29,76,SMA Negeri 44 Sulawesi Barat,B,7,2023,Aktif
928,A22100928,"Dt. Oman Wijaya, S.Gz",P,2002-04-01,33,SMA Negeri 45 Jawa Tengah,B,10,2022,Aktif
929,A22030929,"Puti Jelita Irawan, S.T.",P,2000-07-05,62,SMA Negeri 1 Kalimantan Tengah,A,3,2022,Aktif
930,A21020930,Eka Habibi,P,2006-07-26,11,SMA Negeri 29 Aceh,A,2,2021,Aktif
931,A23060931,Fitriani Simbolon,L,2003-12-05,35,SMA Negeri 13 Jawa Timur,B,6,2023,Aktif
932,A22010932,Aurora Rajata,L,2001-11-02,12,SMA Negeri 39 Sumatera Utara,A,1,2022,Aktif
933,A22110933,"Zulfa Usamah, M.M.",P,2005-01-19,34,SMA Negeri 8 DI Yogyakarta,A,11,2022,Aktif
934,A21020934,Martaka Narpati,L,2000-07-23,19,SMA Negeri 17 Kepulauan Bangka Belitung,A,2,2021,Lulus
935,A23050935,R. Jumadi Suryatmi,P,2001-12-07,76,SMA Negeri 30 Sulawesi Barat,A,5,2023,Aktif
936,A23050936,"Ulva Anggriawan, S.Pt",L,1999-05-26,74,SMA Negeri 11 Sulawesi Tenggara,B,5,2023,Aktif
937,A18020937,Asmuni Siregar,L,1999-09-22,52,SMA Negeri 4 Nusa Tenggara Barat,C,2,2018,Aktif
938,A19050938,Ade Sirait,L,1997-08-18,51,SMA Negeri 13 Bali,TT,5,2019,Aktif
939,A19100939,"Tgk. Iriana Wulandari, S.H.",L,2006-09-04,72,SMA Negeri 50 Sulawesi Tengah,TT,10,2019,Aktif
940,A22070940,Bakidin Sihombing,L,2005-02-01,34,SMA Negeri 46 DI Yogyakarta,A,7,2022,Aktif
941,A18050941,"Lili Widiastuti, S.E.",L,2001-01-10,17,SMA Negeri 17 Bengkulu,A,5,2018,Lulus
942,A21080942,Perkasa Saputra,P,2002-12-18,12,SMA Negeri 3 Sumatera Utara,A,8,2021,Lulus
943,A20110943,"Hesti Wijayanti, S.Ked",P,1999-07-23,71,SMA Negeri 26 Sulawesi Utara,A,11,2020,Aktif
944,A22100944,drg. Elisa Situmorang,L,2002-02-20,11,SMA Negeri 28 Aceh,TT,10,2022,Aktif
945,A22070945,"Dadi Suryatmi, S.Sos",L,2007-06-09,15,SMA Negeri 25 Jambi,B,7,2022,Aktif
946,A18120946,Gamanto Kurniawan,L,2004-06-25,81,SMA Negeri 26 Maluku,B,12,2018,Lulus
947,A20010947,Eli Anggraini,L,2001-10-01,16,SMA Negeri 49 Sumatera Selatan,B,1,2020,Lulus
948,A19050948,"drg. Mala Nugroho, S.H.",L,1997-12-19,33,SMA Negeri 20 Jawa Tengah,A,5,2019,Lulus
949,A18120949,Shakila Widiastuti,L,2007-07-07,71,SMA Negeri 41 Sulawesi Utara,B,12,2018,Aktif
950,A19080950,Salman Nugroho,L,1999-11-01,33,SMA Negeri 38 Jawa Tengah,A,8,2019,Aktif
951,A21040951,Jelita Wijayanti,P,2004-08-27,82,SMA Negeri 32 Maluku Utara,A,4,2021,Lulus
952,A18090952,Tami Lazuardi,L,2001-11-23,75,SMA Negeri 47 Gorontalo,A,9,2018,Aktif
953,A18010953,dr. Kamaria Rajata,P,2006-11-10,72,SMA Negeri 30 Sulawesi Tengah,B,1,2018,Lulus
954,A23110954,"Ratna Winarsih, S.T.",L,2007-11-16,21,SMA Negeri 3 Kepulauan Riau,B,11,2023,Aktif
955,A21120955,"Sari Waluyo, S.Farm",L,2002-08-05,21,SMA Negeri 40 Kepulauan Riau,A,12,2021,DO
956,A23010956,Wadi Kuswandari,L,1998-01-21,36,SMA Negeri 12 Banten,A,1,2023,Aktif
957,A20110957,Hardi Wijaya,L,2005-03-11,14,SMA Negeri 38 Riau,A,11,2020,Lulus
958,A18020958,Asirwanda Hastuti,P,2004-07-04,17,SMA Negeri 15 Bengkulu,TT,2,2018,Lulus
959,A21020959,Ir. Febi Maulana,P,2001-10-20,33,SMA Negeri 21 Jawa Tengah,B,2,2021,Lulus
960,A20020960,Galih Purnawati,L,2004-05-15,19,SMA Negeri 22 Kepulauan Bangka Belitung,B,2,2020,Lulus
961,A20020961,Asmianto Hariyah,L,1997-12-27,18,SMA Negeri 24 Lampung,A,2,2020,Aktif
962,A21090962,Elon Lestari,P,2001-01-22,31,SMA Negeri 7 DKI Jakarta,B,9,2021,Aktif
963,A19110963,dr. Zelda Prabowo,L,2005-07-06,71,SMA Negeri 1 Sulawesi Utara,A,11,2019,Aktif
964,A23030964,Janet Prabowo,L,2002-05-29,16,SMA Negeri 45 Sumatera Selatan,B,3,2023,Aktif
965,A19080965,Raisa Nasyiah,P,2003-08-17,19,SMA Negeri 29 Kepulauan Bangka Belitung,A,8,2019,Aktif
966,A19070966,"Drs. Zamira Marpaung, S.IP",P,2000-11-03,36,SMA Negeri 32 Banten,A,7,2019,Aktif
967,A23100967,"Maryadi Mahendra, S.Ked",L,2002-02-22,16,SMA Negeri 27 Sumatera Selatan,B,10,2023,Aktif
968,A19010968,Calista Prabowo,P,2002-09-10,36,SMA Negeri 40 Banten,A,1,2019,Cuti
969,A19060969,Raden Puspita,P,2005-02-18,91,SMA Negeri 18 Papua Barat,TT,6,2019,Lulus
970,A18010970,"drg. Jarwadi Widodo, S.Gz",P,2003-08-18,33,SMA Negeri 31 Jawa Tengah,A,1,2018,Lulus
971,A19080971,"Cindy Winarno, S.Farm",L,1999-08-29,32,SMA Negeri 19 Jawa Barat,A,8,2019,Lulus
972,A20040972,Agus Puspasari,P,2007-06-05,74,SMA Negeri 49 Sulawesi Tenggara,B,4,2020,Lulus
973,A18080973,Kalim Wahyuni,P,2004-07-30,13,SMA Negeri 2 Sumatera Barat,A,8,2018,Aktif
974,A18080974,"Keisha Dongoran, S.Ked",L,2003-01-09,91,SMA Negeri 38 Papua Barat,A,8,2018,Lulus
975,A21100975,"Hj. Carla Prasetya, S.Pt",P,2006-01-03,62,SMA Negeri 21 Kalimantan Tengah,B,10,2021,Lulus
976,A20040976,"Okto Narpati, M.Ak",L,2007-09-07,18,SMA Negeri 27 Lampung,B,4,2020,Aktif
977,A19040977,Lamar Hutasoit,L,1998-09-07,71,SMA Negeri 4 Sulawesi Utara,A,4,2019,Lulus
978,A19070978,drg. Wage Adriansyah,L,2005-02-18,21,SMA Negeri 9 Kepulauan Riau,TT,7,2019,Aktif
979,A23080979,Garang Firmansyah,L,1998-08-25,33,SMA Negeri 13 Jawa Tengah,B,8,2023,Aktif
980,A18060980,Cakrabuana Firgantoro,L,1998-08-17,19,SMA Negeri 30 Kepulauan Bangka Belitung,A,6,2018,Aktif
981,A19080981,R.M. Lutfan Halim,L,1998-08-30,73,SMA Negeri 39 Sulawesi Selatan,B,8,2019,Lulus
982,A22030982,"Jail Kusumo, S.Psi",L,2001-05-22,31,SMA Negeri 27 DKI Jakarta,B,3,2022,Aktif
983,A19090983,Reksa Suryono,L,2002-02-26,82,SMA Negeri 47 Maluku Utara,TT,9,2019,Aktif
984,A19070984,"dr. Tiara Putra, S.T.",L,2006-03-24,36,SMA Negeri 38 Banten,B,7,2019,Lulus
985,A21030985,Kawaya Sudiati,L,2008-01-13,11,SMA Negeri 47 Aceh,A,3,2021,Cuti
986,A21090986,Parman Siregar,L,2006-03-22,13,SMA Negeri 45 Sumatera Barat,C,9,2021,Lulus
987,A21020987,Bancar Haryanti,L,2004-09-19,75,SMA Negeri 1 Gorontalo,B,2,2021,Lulus
988,A19120988,Ikin Rahayu,L,2001-11-30,73,SMA Negeri 42 Sulawesi Selatan,A,12,2019,Aktif
989,A21020989,"dr. Narji Melani, S.IP",L,2003-01-19,12,SMA Negeri 37 Sumatera Utara,B,2,2021,Lulus
990,A21120990,"Yulia Kuswandari, S.Psi",L,2006-11-14,12,SMA Negeri 26 Sumatera Utara,TT,12,2021,Lulus
991,A23030991,Hesti Sudiati,P,2005-03-03,65,SMA Negeri 41 Kalimantan Utara,TT,3,2023,Aktif
992,A21010992,"dr. Cahyanto Tarihoran, M.Kom.",P,2002-07-30,15,SMA Negeri 28 Jambi,B,1,2021,Aktif
993,A23050993,Asmadi Winarsih,P,1999-08-14,34,SMA Negeri 22 DI Yogyakarta,A,5,2023,Aktif
994,A22120994,"Drs. Uchita Samosir, S.E.I",L,2004-08-29,14,SMA Negeri 8 Riau,B,12,2022,Aktif
995,A21070995,Warta Yuliarti,L,1999-11-30,65,SMA Negeri 42 Kalimantan Utara,A,7,2021,Aktif
996,A22090996,Ibrahim Agustina,L,2001-03-07,15,SMA Negeri 22 Jambi,B,9,2022,Aktif
997,A23040997,T. Marwata Gunarto,P,2002-04-22,18,SMA Negeri 49 Lampung,TT,4,2023,Aktif
998,A23100998,Martani Andriani,L,2005-10-09,34,SMA Negeri 23 DI Yogyakarta,B,10,2023,Aktif
999,A23050999,"T. Langgeng Susanti, M.TI.",L,2001-03-14,91,SMA Negeri 4 Papua Barat,C,5,2023,Aktif
1000,A20021000,KH. Praba Wibisono,L,2007-05-20,65,SMA Negeri 8 Kalimantan Utara,TT,2,2020,Lulus
1001,A21081001,Vera Rahayu,P,2002-02-13,53,SMA Negeri 5 Nusa Tenggara Timur,B,8,2021,DO
1002,A18041002,Fathonah Susanti,L,2004-01-16,76,SMA Negeri 19 Sulawesi Barat,A,4,2018,Lulus
1003,A19021003,"Catur Siregar, S.H.",L,1999-08-08,17,SMA Negeri 32 Bengkulu,B,2,2019,Lulus
1004,A22031004,Ghaliyati Nasyiah,L,2001-12-23,34,SMA Negeri 27 DI Yogyakarta,A,3,2022,Aktif
1005,A21111005,Gasti Padmasari,L,2003-12-27,19,SMA Negeri 42 Kepulauan Bangka Belitung,B,11,2021,Aktif
1006,A19011006,Darijan Susanti,L,2001-03-26,53,SMA Negeri 15 Nusa Tenggara Timur,A,1,2019,Lulus
1007,A21091007,"Nova Hassanah, M.Pd",P,2007-08-25,63,SMA Negeri 21 Kalimantan Selatan,B,9,2021,Lulus
1008,A22081008,Harto Mansur,L,1997-08-22,94,SMA Negeri 20 Papua,TT,8,2022,Aktif
1009,A20101009,"Zulfa Thamrin, S.Sos",L,2000-07-31,19,SMA Negeri 24 Kepulauan Bangka Belitung,A,10,2020,Aktif
1010,A19051010,Ade Simanjuntak,L,2006-08-25,14,SMA Negeri 11 Riau,B,5,2019,Aktif
1011,A23101011,"Zamira Aryani, S.E.I",L,2000-03-18,31,SMA Negeri 12 DKI Jakarta,B,10,2023,Aktif
1012,A19121012,Kiandra Nurdiyanti,L,1998-09-12,21,SMA Negeri 21 Kepulauan Riau,B,12,2019,Aktif
1013,A21101013,"Waluyo Pradana, S.Gz",L,2004-08-19,19,SMA Negeri 36 Kepulauan Bangka Belitung,B,10,2021,Aktif
1014,A23121014,"Oni Dongoran, S.Pd",L,2006-11-04,13,SMA Negeri 10 Sumatera Barat,B,12,2023,Aktif
1015,A22061015,Vanesa Maheswara,P,2000-01-20,75,SMA Negeri 20 Gorontalo,A,6,2022,Aktif
1016,A21021016,Baktianto Ardianto,L,2006-10-24,12,SMA Negeri 21 Sumatera Utara,TT,2,2021,DO
1017,A23031017,"dr. Carla Uyainah, M.Pd",P,2002-07-24,11,SMA Negeri 46 Aceh,B,3,2023,Aktif
1018,A20051018,Adika Suryono,P,2004-12-24,81,SMA Negeri 29 Maluku,A,5,2020,Lulus
1019,A23061019,Lalita Hartati,L,2007-03-08,18,SMA Negeri 9 Lampung,TT,6,2023,Aktif
1020,A20111020,Drs. Bakiono Kusumo,L,2005-07-31,18,SMA Negeri 15 Lampung,A,11,2020,Lulus
1021,A18081021,Jaeman Wulandari,L,2005-05-21,64,SMA Negeri 13 Kalimantan Timur,B,8,2018,Lulus
1022,A19101022,Keisha Dongoran,L,1998-05-21,94,SMA Negeri 35 Papua,B,10,2019,Aktif
1023,A22081023,Drs. Kani Tamba,L,2003-07-02,16,SMA Negeri 32 Sumatera Selatan,C,8,2022,Aktif
1024,A18061024,Kenari Prakasa,L,2005-04-26,91,SMA Negeri 28 Papua Barat,B,6,2018,Aktif
1025,A20061025,Ika Saefullah,L,2007-07-04,71,SMA Negeri 20 Sulawesi Utara,A,6,2020,Aktif
1026,A19081026,"Sutan Asmianto Widiastuti, M.Pd",P,2000-06-27,16,SMA Negeri 29 Sumatera Selatan,TT,8,2019,Cuti
1027,A23051027,"Hana Gunarto, M.Farm",P,2005-01-08,31,SMA Negeri 27 DKI Jakarta,C,5,2023,Aktif
1028,A19031028,Hasna Prastuti,L,1999-09-11,16,SMA Negeri 34 Sumatera Selatan,B,3,2019,Aktif
1029,A22061029,Dr. Rini Wibowo,L,2006-10-13,15,SMA Negeri 1 Jambi,C,6,2022,Aktif
1030,A21071030,"drg. Tami Permata, M.M.",P,2006-05-03,52,SMA Negeri 37 Nusa Tenggara Barat,A,7,2021,Aktif
1031,A19031031,Wirda Adriansyah,L,2001-03-01,33,SMA Negeri 3 Jawa Tengah,C,3,2019,Lulus
1032,A21051032,Qori Rajata,L,2006-03-26,61,SMA Negeri 1 Kalimantan Barat,TT,5,2021,Aktif
1033,A20031033,"R. Keisha Sihotang, S.IP",L,1999-09-20,51,SMA Negeri 19 Bali,TT,3,2020,Lulus
1034,A21071034,Puti Farida,L,2008-03-19,32,SMA Negeri 18 Jawa Barat,B,7,2021,Aktif
1035,A22081035,Tina Habibi,P,1998-02-26,15,SMA Negeri 31 Jambi,B,8,2022,Aktif
1036,A20101036,Salsabila Lazuardi,P,1998-04-07,74,SMA Negeri 24 Sulawesi Tenggara,TT,10,2020,Lulus
1037,A20091037,Tira Rajata,P,2001-12-22,12,SMA Negeri 21 Sumatera Utara,A,9,2020,Aktif
1038,A20081038,Fitriani Hutapea,L,2004-05-24,19,SMA Negeri 27 Kepulauan Bangka Belitung,A,8,2020,Aktif
1039,A18111039,Oskar Simanjuntak,L,2001-12-05,64,SMA Negeri 5 Kalimantan Timur,B,11,2018,Lulus
1040,A23091040,Tira Siregar,L,2008-01-01,33,SMA Negeri 39 Jawa Tengah,A,9,2023,Aktif
1041,A20031041,Dina Usamah,L,2005-09-01,62,SMA Negeri 45 Kalimantan Tengah,B,3,2020,Lulus
1042,A22061042,Cici Narpati,L,2007-08-02,17,SMA Negeri 1 Bengkulu,B,6,2022,Aktif
1043,A20031043,Jais Sirait,L,2004-07-08,94,SMA Negeri 11 Papua,B,3,2020,Aktif
1044,A19021044,"Hj. Calista Hardiansyah, S.I.Kom",L,2003-11-15,34,SMA Negeri 36 DI Yogyakarta,B,2,2019,Lulus
1045,A22101045,Ella Sihombing,L,2002-01-16,94,SMA Negeri 30 Papua,A,10,2022,Aktif
1046,A19021046,Marwata Kuswoyo,L,2000-11-04,18,SMA Negeri 45 Lampung,A,2,2019,Aktif
1047,A21061047,"dr. Ratna Pradana, S.E.",L,2004-12-20,19,SMA Negeri 2 Kepulauan Bangka Belitung,B,6,2021,Lulus
1048,A19121048,Bakijan Susanti,P,2003-10-17,18,SMA Negeri 15 Lampung,A,12,2019,Aktif
1049,A19051049,Indra Halimah,L,1999-05-07,19,SMA Negeri 49 Kepulauan Bangka Belitung,A,5,2019,Aktif
1050,A18021050,Sutan Nasim Maryadi,L,1997-08-01,15,SMA Negeri 7 Jambi,TT,2,2018,Aktif
1051,A22011051,Rahayu Salahudin,L,2000-02-15,91,SMA Negeri 8 Papua Barat,A,1,2022,Aktif
1052,A18051052,"R. Hari Fujiati, S.E.I",P,2004-07-07,13,SMA Negeri 7 Sumatera Barat,B,5,2018,Aktif
1053,A22021053,Daruna Nurdiyanti,L,1999-11-25,34,SMA Negeri 43 DI Yogyakarta,B,2,2022,Aktif
1054,A18061054,Elvina Anggraini,P,2003-11-19,12,SMA Negeri 38 Sumatera Utara,A,6,2018,DO
1055,A19061055,Vivi Situmorang,P,2000-11-22,64,SMA Negeri 7 Kalimantan Timur,B,6,2019,Lulus
1056,A22101056,Hani Hariyah,P,2002-07-28,11,SMA Negeri 13 Aceh,B,10,2022,Aktif
1057,A22051057,Amalia Prastuti,P,1999-02-13,31,SMA Negeri 7 DKI Jakarta,A,5,2022,Aktif
1058,A23041058,"Rusman Nashiruddin, M.Ak",L,1998-02-13,91,SMA Negeri 45 Papua Barat,TT,4,2023,Aktif
1059,A21101059,Humaira Laksita,L,2003-03-20,32,SMA Negeri 25 Jawa Barat,A,10,2021,Lulus
1060,A22071060,"Puti Siska Pertiwi, S.Kom",L,1998-04-14,34,SMA Negeri 8 DI Yogyakarta,B,7,2022,Aktif
1061,A21061061,Argono Waskita,P,2006-09-17,18,SMA Negeri 49 Lampung,A,6,2021,Aktif
1062,A22061062,Drs. Cawuk Wahyudin,L,2004-08-01,53,SMA Negeri 21 Nusa Tenggara Timur,A,6,2022,Aktif
1063,A21081063,Cinta Prasasta,L,2007-02-19,18,SMA Negeri 20 Lampung,B,8,2021,Lulus
1064,A19111064,"Kezia Winarno, M.Ak",L,1997-12-09,75,SMA Negeri 28 Gorontalo,C,11,2019,Cuti
1065,A21041065,Dono Iswahyudi,L,2007-05-29,15,SMA Negeri 44 Jambi,B,4,2021,Aktif
1066,A21081066,Tgk. Umi Kurniawan,P,2000-01-01,17,SMA Negeri 6 Bengkulu,TT,8,2021,Lulus
1067,A21021067,drg. Puput Uyainah,P,2003-01-30,21,SMA Negeri 7 Kepulauan Riau,C,2,2021,Lulus
1068,A18121068,Ifa Napitupulu,L,1997-05-31,31,SMA Negeri 39 DKI Jakarta,B,12,2018,Aktif
1069,A19071069,Ida Mustofa,P,2007-11-17,18,SMA Negeri 49 Lampung,C,7,2019,Aktif
1070,A23121070,R.A. Fathonah Prayoga,L,1998-06-27,52,SMA Negeri 31 Nusa Tenggara Barat,C,12,2023,Aktif
1071,A21111071,"dr. Edison Anggriawan, M.Pd",L,2003-05-19,72,SMA Negeri 7 Sulawesi Tengah,B,11,2021,Lulus
1072,A21021072,Jagapati Iswahyudi,L,2004-02-26,51,SMA Negeri 9 Bali,TT,2,2021,Lulus
1073,A23011073,Faizah Wahyudin,L,2005-01-30,17,SMA Negeri 32 Bengkulu,A,1,2023,Aktif
1074,A19111074,Rafi Sudiati,P,2006-06-06,12,SMA Negeri 10 Sumatera Utara,C,11,2019,Lulus
1075,A18051075,Rika Wasita,L,2005-06-29,17,SMA Negeri 43 Bengkulu,TT,5,2018,Aktif
1076,A22081076,Rama Ramadan,P,2007-11-22,82,SMA Negeri 22 Maluku Utara,B,8,2022,Aktif
1077,A18091077,Ina Haryanto,L,1997-07-04,12,SMA Negeri 21 Sumatera Utara,C,9,2018,Aktif
1078,A21071078,Fitria Wijayanti,L,2006-12-21,75,SMA Negeri 43 Gorontalo,A,7,2021,Aktif
1079,A21051079,Rachel Narpati,L,2007-09-08,31,SMA Negeri 25 DKI Jakarta,C,5,2021,Aktif
1080,A22081080,Hartaka Rahimah,P,1999-04-08,18,SMA Negeri 36 Lampung,TT,8,2022,Aktif
1081,A21111081,Hani Usamah,P,2002-11-03,81,SMA Negeri 17 Maluku,A,11,2021,Aktif
1082,A22081082,"Jaka Nugroho, S.Sos",L,2006-03-04,71,SMA Negeri 21 Sulawesi Utara,B,8,2022,Aktif
1083,A22011083,Almira Mayasari,L,2003-01-06,12,SMA Negeri 24 Sumatera Utara,A,1,2022,Aktif
1084,A23061084,Dr. Agnes Santoso,L,2006-08-23,12,SMA Negeri 7 Sumatera Utara,B,6,2023,Aktif
1085,A20071085,Gangsa Putra,L,1997-12-12,64,SMA Negeri 16 Kalimantan Timur,C,7,2020,Aktif
1086,A23041086,"Cahyono Pranowo, S.Kom",P,1998-02-28,36,SMA Negeri 6 Banten,B,4,2023,Aktif
1087,A20121087,"Cinta Irawan, S.Farm",L,2006-01-25,15,SMA Negeri 35 Jambi,A,12,2020,Aktif
1088,A21061088,"Cinthia Uyainah, S.H.",P,2000-11-04,13,SMA Negeri 27 Sumatera Barat,C,6,2021,Lulus
1089,A23051089,Najib Oktaviani,P,2007-03-13,12,SMA Negeri 2 Sumatera Utara,TT,5,2023,Aktif
1090,A22061090,Hj. Yani Waluyo,L,2007-10-29,71,SMA Negeri 37 Sulawesi Utara,C,6,2022,Aktif
1091,A18021091,Unggul Saputra,L,2007-05-16,82,SMA Negeri 49 Maluku Utara,B,2,2018,Aktif
1092,A19111092,"Himawan Hutapea, S.Pt",L,2000-01-26,63,SMA Negeri 13 Kalimantan Selatan,B,11,2019,Cuti
1093,A22081093,Michelle Pratiwi,L,2003-04-18,15,SMA Negeri 17 Jambi,B,8,2022,Aktif
1094,A22011094,Ana Usamah,L,1999-04-22,61,SMA Negeri 40 Kalimantan Barat,C,1,2022,Aktif
1095,A23121095,Reza Halim,P,2004-03-28,16,SMA Negeri 22 Sumatera Selatan,A,12,2023,Aktif
1096,A22051096,Dina Saputra,L,2002-02-05,15,SMA Negeri 14 Jambi,TT,5,2022,Aktif
1097,A23061097,Rendy Ardianto,P,2001-10-13,15,SMA Negeri 20 Jambi,B,6,2023,Aktif
1098,A19071098,"Nadia Purnawati, S.T.",L,1998-10-24,62,SMA Negeri 33 Kalimantan Tengah,C,7,2019,Aktif
1099,A18081099,R. Maida Uyainah,P,2001-08-13,32,SMA Negeri 43 Jawa Barat,A,8,2018,Aktif
1100,A20121100,Kezia Pradipta,P,2004-03-23,76,SMA Negeri 4 Sulawesi Barat,C,12,2020,Lulus
1101,A20091101,Tina Sihotang,L,2008-05-24,33,SMA Negeri 48 Jawa Tengah,TT,9,2020,Aktif
1102,A21111102,R.M. Jumadi Iswahyudi,L,2000-07-15,61,SMA Negeri 5 Kalimantan Barat,C,11,2021,Lulus
1103,A21111103,"Puti Rachel Kusumo, M.Pd",L,2004-01-26,34,SMA Negeri 17 DI Yogyakarta,B,11,2021,Lulus
1104,A21111104,Artawan Saputra,L,2001-10-12,36,SMA Negeri 2 Banten,B,11,2021,Aktif
1105,A21041105,Hesti Pradipta,P,2002-06-05,61,SMA Negeri 28 Kalimantan Barat,TT,4,2021,Cuti
1106,A19111106,Mala Simanjuntak,L,2003-11-10,13,SMA Negeri 17 Sumatera Barat,A,11,2019,Aktif
1107,A23051107,"Lutfan Anggriawan, M.Kom.",P,2007-02-21,32,SMA Negeri 32 Jawa Barat,A,5,2023,Aktif
1108,A18011108,Cut Michelle Prasetyo,P,2001-02-09,14,SMA Negeri 5 Riau,B,1,2018,Aktif
1109,A23071109,Genta Maulana,L,2007-04-29,65,SMA Negeri 47 Kalimantan Utara,A,7,2023,Aktif
1110,A18031110,R.M. Dono Gunarto,P,2001-07-10,36,SMA Negeri 38 Banten,A,3,2018,Lulus
1111,A21091111,Wardaya Wacana,L,2003-07-11,51,SMA Negeri 50 Bali,A,9,2021,Lulus
1112,A22061112,Opan Usada,P,1998-03-03,63,SMA Negeri 48 Kalimantan Selatan,C,6,2022,Aktif
1113,A19041113,Najwa Pangestu,L,2006-10-06,74,SMA Negeri 18 Sulawesi Tenggara,A,4,2019,Aktif
1114,A20081114,"Jabal Hasanah, S.H.",L,1999-07-10,73,SMA Negeri 45 Sulawesi Selatan,A,8,2020,Lulus
1115,A22021115,"Tgk. Karen Hutasoit, S.Kom",L,2005-03-06,62,SMA Negeri 44 Kalimantan Tengah,C,2,2022,Aktif
1116,A19041116,Almira Siregar,L,1997-09-16,52,SMA Negeri 20 Nusa Tenggara Barat,B,4,2019,Lulus
1117,A23011117,Martani Salahudin,P,2006-08-27,13,SMA Negeri 43 Sumatera Barat,A,1,2023,Aktif
1118,A22041118,Faizah Hardiansyah,L,2006-04-09,51,SMA Negeri 41 Bali,C,4,2022,Aktif
1119,A23121119,Garda Prayoga,P,2003-06-08,65,SMA Negeri 16 Kalimantan Utara,A,12,2023,Aktif
1120,A18081120,"T. Jabal Permata, M.TI.",L,1998-01-08,71,SMA Negeri 49 Sulawesi Utara,C,8,2018,Aktif
1121,A19041121,Drs. Ella Wibowo,L,2002-12-15,61,SMA Negeri 50 Kalimantan Barat,A,4,2019,Lulus
1122,A18111122,Asmuni Saptono,L,2003-02-26,73,SMA Negeri 32 Sulawesi Selatan,B,11,2018,Lulus
1123,A20081123,"Hilda Siregar, S.Farm",L,2007-07-02,73,SMA Negeri 45 Sulawesi Selatan,C,8,2020,Lulus
1124,A18051124,Lanang Usamah,L,2004-12-12,91,SMA Negeri 36 Papua Barat,B,5,2018,Lulus
1125,A21121125,Bakiman Simbolon,L,1998-03-02,62,SMA Negeri 12 Kalimantan Tengah,A,12,2021,Lulus
1126,A23111126,"Tgk. Samiah Marpaung, S.E.",L,2001-07-15,75,SMA Negeri 26 Gorontalo,A,11,2023,Aktif
1127,A20041127,Wani Waskita,L,2007-09-20,61,SMA Negeri 34 Kalimantan Barat,A,4,2020,Aktif
1128,A22121128,"R. Paramita Lazuardi, S.H.",L,2006-02-02,19,SMA Negeri 29 Kepulauan Bangka Belitung,C,12,2022,Aktif
1129,A20081129,"Citra Lestari, M.Farm",P,2006-10-19,19,SMA Negeri 21 Kepulauan Bangka Belitung,A,8,2020,Lulus
1130,A18051130,Kariman Irawan,L,2005-06-01,33,SMA Negeri 25 Jawa Tengah,C,5,2018,Aktif
1131,A18101131,Tina Widodo,P,2002-06-13,35,SMA Negeri 41 Jawa Timur,A,10,2018,Lulus
1132,A21041132,Ratna Hutasoit,L,2006-11-22,16,SMA Negeri 11 Sumatera Selatan,B,4,2021,Lulus
1133,A22011133,Latif Iswahyudi,P,2003-01-20,72,SMA Negeri 17 Sulawesi Tengah,C,1,2022,Aktif
1134,A20031134,Kania Tampubolon,P,2003-09-13,16,SMA Negeri 46 Sumatera Selatan,A,3,2020,Aktif
